aptitude_score,subject_score,time_management_score,mock_average_score,consistency_score,readiness_score
91.85675377003636,85.39568746178955,38.639541230944886,69.7488489444662,64.7723536951723,72.46802371255593
60.272310758609464,73.98394508283363,46.207059166010964,28.568873362043476,63.81298492279988,54.90054895825165
34.4198108410244,53.97601933590859,84.17844873263884,50.095097240555766,80.57123369669243,57.010790108541414
70.72876077095128,41.30218990624578,80.26565829780499,83.46386214447068,89.95922347640297,69.7495641053947
70.24040911486888,86.69366381590937,40.83628911848303,45.63982030679666,20.223930236583566,58.55113314140886
70.08831776224245,73.62328719435867,26.266071445070885,46.20454220949804,69.22403862104048,57.34442783216811
46.94767934965135,51.79566657774333,78.37174359372382,66.48235578467838,24.022662268152153,56.05892258434432
44.33332453642018,32.36388128985455,23.64831703152684,50.66781861900583,78.59639906728152,41.89716849340337
91.46353204941818,46.53554821991543,29.706689439691367,23.217722122569807,72.10358087389183,52.29501046717482
57.67906390116117,76.29707452526014,85.53992127936505,34.65516182193888,33.06967578444497,60.840018805310606
36.06804953594763,34.007647203523575,67.3893998883255,24.57473184500234,52.73891488294742,41.185642019828116
79.16076547570376,63.788306805249476,31.071989050211478,63.05974738972525,55.996058747550016,60.16322123298065
42.20680353042757,40.44444575416974,59.5998375107122,78.26567372382625,69.899709043304,55.225885472387425
36.43447057569381,70.57559389630875,72.47858475907228,60.81031176200787,40.85874936376765,57.49617035859343
79.51572501170823,32.6247390202674,81.05894690677337,61.781430449837174,69.93075988629747,63.596267467945765
41.6378226025023,63.4823841003094,33.04407656294695,94.16321311938468,71.50114502332733,58.871624114501984
84.60698100147508,42.89991321916708,40.89574294719566,91.620778910121,54.0031531621072,63.78034324283459
88.88938637084178,94.70968875642487,51.899038281146304,33.977629617576895,56.76440073749767,68.75154243531107
66.21472688101224,29.129111790063806,64.85268776947731,37.38775393366142,42.36183062644895,48.52023107104166
48.91411515921796,38.08645809691001,61.52576936910494,67.37968990846502,94.89024275416345,57.020259444962335
85.41943216628289,29.11129372182479,92.32978479432306,87.52670728849799,81.39455139658013,72.74343502824914
86.58632254952539,52.89815335200495,78.85716404694035,59.868816692433114,94.3533015940772,72.05164528266499
40.332462289741535,47.42793895633562,49.075324269708176,57.466119800468505,47.694145645849076,48.01780369013953
49.28840427831295,60.72837455049445,24.793431804740898,82.8276845776864,77.46364022578186,56.7747820062655
92.18432510342299,66.18021006193439,46.12888329991978,36.053786623376396,68.55933162079478,62.88360093807806
47.32303347039793,68.44275012073746,51.360319278202255,34.679081602443404,86.81404394505188,54.83073046841817
72.58728001053812,64.49410398158591,81.70936637800995,60.752715466873,22.270821016678433,64.98984446867544
51.18131648980737,79.80236441397332,94.80382366604819,34.265294019994144,23.143942520447663,60.874138015198405
39.64913722509266,93.12940460767885,75.25565270134761,81.54655562972502,35.351229872414564,68.09020011164885
63.673007920494925,84.36707854031621,34.19509167135013,23.37009963029152,34.06009705491984,51.9290695810231
82.70669825030146,64.65485345849197,92.17514683368833,71.60458703899948,47.72510418356257,74.36884512009217
48.09036011840729,75.07420354508469,41.841609257462146,44.14023846664377,75.58077034511177,55.54558749520536
72.45450919442342,56.32301552678683,25.756301128952753,23.08362950884135,85.89154412342361,50.551521720203745
89.6769055553649,26.016526945018956,77.94403092530284,43.98750814382119,71.01568256228839,60.41123419514961
90.33031920718827,82.79492185976605,55.09588729867094,24.685003406551157,57.756902129928434,65.01317862077585
67.42133071921533,78.63977728171764,68.93483525915742,55.32914658111296,87.26128830104393,70.09420219839171
51.05215824759968,32.83396861360497,24.5720055170474,24.43464308082832,44.14490723363296,35.187352158239605
52.75001076033996,33.736998537307244,73.47859189555828,45.933010847709916,54.795356813872665,50.98360855445271
67.12115125759813,58.5523843186902,93.41587946447504,37.198288790009556,79.81461610811633,65.52267915578064
79.09649995357313,40.98484548495098,41.62204628760068,79.72484575096615,36.89374903580891,57.97908967092528
81.11371692430632,47.592610719305,60.61007350752687,23.76080112207234,23.748938095373553,51.425650646360026
65.55260989240611,75.62864090278535,35.94787587533223,46.042518148356635,40.20688956323811,55.714080459859446
87.04167766370705,50.96300683473605,66.76360282557313,20.70437059304014,76.7824635176108,59.67301216009451
81.22821887395548,61.80536190509403,28.81622654630806,65.65840737506572,50.79460396047213,59.732782375084355
58.78418082510187,87.35432029692686,56.064719763685105,84.88719321162179,41.38765136881523,68.86377301245008
33.377491108837226,69.72964700861249,55.65541525991484,51.62430997785545,63.71351418233341,53.60408099514983
70.9338299848857,65.06610621938162,85.45300734468896,54.633576057167545,73.06240503726568,69.3235412351647
66.76933980596961,75.50490269826975,38.22789510261805,85.15028759982943,77.3810641454063,67.98230358108997
67.73175773675564,25.261161939215416,63.02795704996734,58.359150835940945,59.41672815097578,53.467324311271994
51.64869220254393,89.29075759184103,21.428265497649903,43.97943492270628,32.01793584248141,51.51819611691562
77.67286148106456,74.76150910434339,51.684522798674465,54.379054589254494,80.36927840543015,67.3582359644808
63.986790733841715,63.214661991800064,30.755492132953105,58.84502332119866,79.3448512055525,57.65495139279605
53.26741442569341,60.14820467621352,74.31904419433697,40.120576140846346,47.804113899860205,56.02224023249942
62.74477953256225,44.243205535541335,34.16994950667128,64.86820145987762,51.86736535191464,51.74136299552715
67.78156765791218,46.606903667953254,21.108679774033554,35.602015954422704,42.25029464625095,44.16428644178271
81.31502450899761,51.61631170842169,20.211952905130836,78.5147334196867,77.62732874028009,60.740904193346346
49.34721551795735,44.45231301377101,57.60117193934315,93.68682812126703,67.05955398818946,60.41343754387307
79.47966677189979,43.71468120699666,24.837289664656307,44.723516008663154,49.12582565461237,49.62333069484924
78.14235352392683,67.6680202530479,44.66253180777734,59.378832347458875,28.116272933717756,60.0724935686627
34.935657830116725,72.14192223854373,41.512031478715855,72.9905672385092,90.89551824279701,58.75946658488983
52.17661394784656,36.89944326831929,53.07127645031145,91.82446908255012,68.89016367118087,58.137179777731866
42.12430433532992,81.22291837224509,92.06540978242667,68.75113580343344,34.21266752713069,66.42138154677885
60.95000173840249,31.124140269809452,22.630364846868794,85.75187858580325,79.37395653734693,52.632379842322095
53.994790815233486,42.98324988348644,40.77038530350761,76.11569453637492,92.95588699574412,56.91731484223091
30.140052832625173,77.51989998059294,38.351128728742395,47.51590903196208,53.4511277309065,49.43350852853607
74.30926360918494,80.11112506668329,59.0158060984741,80.78392280249986,25.995889703811546,69.164631919543
48.8549741702276,70.73926626660054,45.59599536680993,43.684974682959385,60.32683077775011,53.78743719693591
38.98610824455233,68.44669840529514,50.6275100403482,64.05988464484926,74.68618786174315,57.26429938567568
85.49808036028224,69.75576013962463,91.90459705121432,42.5966940838791,27.968472995737528,68.51056565156915
62.09901690238014,30.789245782607132,37.2998255746334,20.560640030844986,27.43383338699867,37.53754213104236
51.17297636101394,60.013046861680166,72.61074572907626,55.002868954155424,57.88141123638991,59.10736986595886
51.26588204838145,25.796890815665545,83.98557017571764,38.72213295780784,67.38730359022735,50.54596420173958
89.41373079133211,83.66513297795791,74.84366907720312,81.00866443142769,39.807729914689276,78.42095563551759
47.55768816396607,27.012054648665817,46.242097432198754,71.62364305667185,23.525333789162246,44.56811717984832
87.13114993810063,62.98371195130851,84.00072589090588,61.508373637370816,55.69243673991127,72.19977905199876
47.51189555907207,73.18077791873911,44.380135277213945,92.21632973334123,88.04159977804512,66.29662134936835
76.39251610311888,42.12805316887153,79.2704950666731,86.25847729188197,48.93082794477719,67.62901958418634
58.2245456388324,56.52758538201778,41.830622733362674,79.17029678658415,28.826680522605145,55.77088471146243
64.57618611507922,34.1209223682333,45.54111336927393,85.45808038284393,39.10675326580754,54.784791197832455
36.99515582748056,29.04041610638061,51.39336836437509,26.076920214858198,73.49666195070759,39.35261689438271
41.897307293505705,40.974972010487036,47.144281606636035,66.46466470982524,51.44357506547819,48.584216595838264
49.49652958098117,77.54892444192856,41.4633711330034,20.315807589713195,60.62812592176272,50.18001184244702
31.97037126220579,42.758597216677344,79.4524219188887,64.39454963965339,52.3470143094057,52.68633786236977
93.62194419240954,43.12560158026863,80.02601319807603,21.895182138279267,76.19157126929647,62.19028263737025
33.68111632998858,34.47515821425587,69.78538932780319,89.36494258400472,77.90638434130014,56.65977345255271
82.85300092939681,93.88974044829882,77.99790765439951,81.87733727482335,69.0682768670935,83.06756201697783
83.95781060855084,63.770748262262494,35.81470076565051,35.469201278792504,74.13068373917493,58.601988500509435
92.21940586334615,46.998218805821345,80.99020832538108,48.394908405778025,93.26053410907733,70.00748292443143
49.37658353363027,32.18333843932499,61.403906887662636,38.817462349154944,65.34611409390206,46.968865749992545
64.30608154398269,27.495014594135505,49.33633605436249,79.74867400440021,55.86043686692666,54.35331973297476
53.035397429357616,38.203965473541786,42.37923375791081,57.83298320984472,83.69765299945311,51.22204941922127
91.12637834482771,76.18884857725506,93.87142845869636,66.88518028024396,82.41024875314471,82.22115335362322
61.399171265169045,37.53665356484711,75.16041382950908,92.03784594970033,67.93719454600895,64.96732761794681
65.20954314669136,63.74892994526189,44.56326797131543,56.13660154093502,23.200837772072955,54.6996759526457
48.290057169884726,78.69587330545852,36.75288171440404,94.5451001326141,68.73118740188704,64.87919772842814
64.43514341753826,60.349506622636795,21.467763647916527,29.0023798146755,25.373419699169247,43.82753317247909
45.95920536077169,31.05915640198549,58.21052468805683,71.26225017036577,44.7385036719721,49.62299577957103
74.40817997263136,50.23158989125881,73.62368234416307,69.07312920414606,75.10015221847772,67.20931999748214
48.279199034875134,62.69151045760925,26.4101081068712,80.3815006900056,62.76813643229996,55.377812775726454
72.7068865921299,83.87787632791955,83.25978483289819,83.84290747838718,69.50742306872594,79.51747149914203
50.897500253468195,54.487384802269034,78.21600845516178,46.76994128406028,91.14912383362118,60.45832359514084
93.11065771913908,36.58814289391043,41.37629499914327,58.24170506186691,51.199558344897625,57.468255999954174
65.7611545664407,26.2226835957987,71.41934129914392,81.21730468161158,20.270722690409436,55.550361005751896
35.91240223792449,93.47377069715688,87.98632263459176,57.738720660680684,52.91415251278132,66.78296714410297
89.25190277267782,57.52672602103642,62.75287304009209,90.64150782475747,39.244411295724,71.29797450097088
49.01412211926872,93.6671973362351,80.76126224049708,55.62536667542773,55.7261713935156,68.52027278641248
58.28163475183729,27.336876592666304,73.63262462833045,85.61693652345606,76.99423826846396,60.9539638933296
69.58362651907652,69.2775919714472,63.992937630770385,60.949599353290964,91.97504952509911,68.90131697195311
64.0391045688616,34.61971977897077,63.22006810798581,85.93597997518518,61.067385723160825,60.60265427590837
39.35328864321879,40.99414067630942,23.102855027012165,33.275541782382554,47.44313624860718,36.10685031662171
82.11672877587998,45.64405386883316,53.64062397059383,50.25826953307414,28.5570480758868,55.57567916950056
79.47981882397528,80.29146825251681,52.3486324513003,28.363298130678643,21.584896857877023,58.24369757130651
92.4736515979173,36.44615462543179,60.77904783639339,72.65553783397709,76.6574773531569,66.58261642522706
67.37774425586494,65.56058473837587,85.8763243988693,26.393829484978102,44.481667397406326,60.13677976507032
35.207541509657936,63.21434168309596,75.81157817567785,64.0146330405478,22.28764673528314,54.799477714961924
51.1841864858733,77.44289184702565,73.4396240564491,66.54953494481678,39.94844940111723,64.14944632358964
87.95195143629475,72.37845038410057,47.249186494448914,81.17037832820544,59.83885996063214,71.75039941569293
35.81210460425338,28.82986573459555,93.63527620702118,38.44468926820933,46.51668991953407,47.22815467171174
79.48877582782113,47.20721976125572,21.00008305672159,30.849337648167683,66.10619743401617,48.65450278164869
62.68376260171855,29.628300777854363,88.56017264811474,50.85236340299663,36.3426918851884,54.59479224363435
72.74651024780553,51.54823116955779,22.904956980777847,28.273558165352963,26.899520214393903,43.99934040500638
57.66165782701209,36.85293934377411,55.26830972130857,71.60651269515115,35.3030380121395,52.533917577202445
47.30753537466927,68.24422342574104,42.76713939276529,59.39290535547908,77.69347267981047,57.0892959177325
80.52745400419545,72.82508314859359,55.65796829969499,77.96811613796905,50.588066235356166,70.1221577992657
57.707077691086155,91.1859483176513,86.3558705528244,74.87957703160248,76.38077400731136,77.10842341980087
76.77400415648647,45.500019368487955,20.55251971850622,57.504821465986154,23.939089542527736,48.57388307239486
88.11351445778104,40.34397520350629,40.281547003806324,81.38623336766244,39.86194012939181,60.434122502554764
52.139724860185765,62.42130977203446,61.54932807834961,88.03228542303408,47.60552750309061,63.31713410864086
40.724896354695844,57.82128088386482,60.87028607523605,28.196135220508154,35.23829543035286,45.97365811182429
54.426909032670714,82.03882581117443,31.617589557287594,31.536847822835423,83.85385255069195,55.13270644205509
49.84013600307382,68.85908506626978,65.44871738375737,21.79556682971242,23.760877040673797,49.49974981409724
36.41412097664092,29.14381417457442,43.58566927236238,69.90617215464118,62.08907542270924,45.29675961547548
41.955531628051865,81.76896073513001,35.72403095918359,88.79409954969975,21.881052684380023,58.02285446101014
55.63901046701883,50.90615177126203,88.08319674214478,77.87765832157167,67.85257523885103,66.61371909619861
91.87646613256955,62.86517373300848,76.95974329823466,60.059301905232836,28.657158936935097,68.95493490078152
40.76203578295685,28.53584777386474,25.117464172728436,30.014396310343557,36.70855105374379,32.021698091194175
82.62640922700143,47.03407155070405,60.30305610901171,60.47737297851206,81.9656614961001,64.76777216154113
66.27217372798602,39.05412045926996,51.59084498936732,59.914129310312575,20.89008945636148,50.72157735238611
60.8958192580742,54.51590063268483,86.99839814988738,33.93997819753962,65.098027894887,59.55040803166386
35.94865409451645,93.54663936380703,37.379461940943756,53.03378115685147,80.44146610423812,58.50061859456373
52.77140732791226,70.13058198847408,47.31561418281812,85.21918811385063,52.653185597189626,62.4977763481493
70.73326703540852,51.323808179393794,76.94280721766461,91.84889040735985,29.993220962982047,67.27193042500367
88.98437364936805,80.05201399817935,48.46928272067906,32.46379865191372,54.58356932574253,63.90407011897966
32.379682542475834,28.357226483815428,30.204370977575202,22.482214469181944,54.926884167639294,31.214232762688173
67.68081579106716,67.51264745220509,66.0065362840449,28.728532889287646,73.87559665228989,60.13293931071357
80.47317357109891,77.84106374380707,20.486787022734777,46.87337449099755,36.431828545752346,56.6937744860482
52.46268800244294,81.07112805973844,74.73847060898984,31.659344509660333,88.95085486788733,63.55810252606412
84.39545493034997,41.0746498946869,56.21462362270283,56.48827869045379,35.692599542536755,57.47736662314422
87.69879233934137,50.633380278542994,48.03421149445737,84.43721688529314,89.04112878581142,69.98144170900234
44.708540893146804,57.78501863685973,57.52224369682278,93.21982393914658,31.826306200151173,58.954434029710626
40.68942946144858,70.36723944541788,35.54532922962043,36.478165014144565,52.00864706578942,47.369730782048556
42.82845988087425,82.09466600500465,54.45130165755964,27.552694907796244,46.01288639642118,52.23286942418302
60.95868644880401,85.68337063300557,49.096761085093554,79.81869512899418,46.56803962699425,67.10040947596937
61.92390085500655,76.23034639154221,53.354837595747895,63.58349785513912,74.6704717815765,65.39327607997225
57.43491551838241,64.5449505157296,55.44437980707274,88.00398521792008,92.45424440155357,68.43006395368192
44.60207118358907,63.644392077760266,54.02031251395695,59.165990678732065,34.65598877394865,53.164475331270005
39.97730054021737,46.95893811982466,42.295543054870876,32.09114021677175,73.73226849344393,43.98462316868343
88.55207470602178,65.98938642862998,25.151356351419345,80.16998065900285,78.05069006523098,67.50470169227049
51.35039631343295,54.25357662315588,79.31553928028549,46.506498851892346,90.51538965984486,60.61693982656726
77.95058903340059,94.4570951703749,41.552802440859494,78.55710485255423,39.437838320652105,71.06768634169183
44.53491592335363,89.30598058790378,45.69450753368449,62.9072830273833,49.12060837904585,60.09264307793249
40.639011827348654,27.27267877933029,24.514357635608565,77.37740082903798,34.27309083216062,40.7835834278151
53.64884897072585,55.92422294531035,78.21785140846396,20.57131664088229,56.01361219406318,52.75246280828462
59.76956883916691,39.73883094661122,20.08330697177791,75.67058140721338,41.863324194391495,48.21421004168193
31.657292250477063,78.62700575276845,61.47474521925165,57.26595369080152,74.49605421269843,58.768819704091854
64.42530187871532,47.74015024898577,59.592713783174624,87.73467739421456,65.36631165045782,64.0434724324489
74.90692505911828,72.66765864312359,30.848439753920267,62.803113875191116,36.52518974854215,59.27647562623696
93.71715068861175,41.042252620843605,60.6490500424215,66.11066679056331,81.90092162449814,67.23188635641061
84.2369890235297,36.170198010819995,90.03297754678862,33.029850945294676,43.60353356522698,59.07471581352679
41.83595892592827,83.48005975443422,59.7133175400058,52.26096941389115,82.18998760792128,61.94286082166215
56.048176335066486,27.02412057754097,31.783747273907984,74.87161803386721,60.67850667397409,48.166997957104314
50.7674350898302,92.49252909153829,59.02587587628511,26.276336887758323,75.29233864400183,60.40466746255099
86.6617434202224,54.622752319715,30.027602569084635,87.13276377455782,55.84091861232652,64.3372890649455
42.31860633267328,57.67843721520913,94.85336751854501,61.573009540392306,32.48072932492211,59.532609231250284
40.90478015483559,25.753047718896564,46.10064419553065,91.3796970798617,37.73304051221071,47.93382927473258
74.4094569430092,29.880494257820335,64.34451934501664,58.04956152160678,79.52480796289447,58.503784769821515
70.15598121360355,40.722183396325356,45.11266641335858,84.7185823933265,65.04072961812082,60.18986387563133
80.48843548932274,53.22809263402166,48.35698880410804,38.190888830039064,73.37086597964012,58.07579415562953
93.19419183074251,71.22970661511155,30.926806250766695,76.24625855099468,75.23104304938872,70.06369187675466
73.41561988055851,46.36054306194721,81.32321725264833,65.07098355061355,87.84262386093958,68.00714328237277
33.69970611808201,83.80853998084856,20.65541652458749,22.686681525391315,72.07140903934378,45.252622038662786
65.34083478008195,56.97462677072325,70.68196085703414,61.204921699341725,83.75596984953837,65.33183888393032
53.3060506447111,68.0979334759568,90.48062755847245,75.59960648674098,92.36743544220107,72.80378638342977
93.56823086729295,42.22461515651369,83.33215054052951,25.017883493183007,32.00144971221695,58.81836328391586
35.887364545635315,42.780941607488835,50.23693094778176,78.3294396821171,41.20878583800804,49.50122924806161
62.71364140592054,59.54764010177972,94.54696108221114,49.138597748326895,79.75214511370191,67.27764665440287
56.85471647970705,28.56275110158029,68.22042385670741,55.48881538246985,65.71917288887862,52.66813203204514
78.77067234860863,75.53493496330744,45.81987846223946,84.00042839865759,77.68964216562331,72.30942741672075
75.31701501331364,69.93721417987184,56.15610803330014,52.205353334510775,40.60540410666967,62.046389982525525
50.372733950234476,74.6177412546763,82.83411625700762,27.41297357785097,24.933376601765648,55.790374428375976
48.04783695539867,89.70192707598439,75.94527090645755,86.96602907020912,36.64315777757035,70.68401678093613
50.860251257147134,61.75346671166201,28.112393387983758,28.638421485542054,69.12084940440786,46.415677407348234
69.86902027332937,72.67340161912963,86.79933142829027,77.48226007093345,34.48961962611245,71.94088573557075
79.45746252592147,34.08376423022686,63.604719375064256,57.24770275967097,36.869627363202156,56.242753852304354
93.0467489945674,80.10130557028629,65.64316477718197,31.995114064064005,26.004496299641488,65.41511903942677
64.84717691506785,61.909170129177845,75.20998542253704,68.3527560990159,87.16551390334128,69.11818645570614
32.142952731612255,38.81494109061241,56.440660207773774,85.41167880007735,90.9620907092032,55.20615032804672
42.801080325981005,41.387508329338374,32.277176720946294,26.369436236423976,67.23795104942855,39.50026486024676
36.70728274969748,85.7324824887617,45.27275001183636,23.521261034035554,21.704186646904954,46.539162183479675
73.37573912778079,45.19228893363119,90.83949278100845,29.350860140645178,29.23567978616458,56.603645578300174
54.605136122262465,92.0843658193824,63.730932808830616,37.18101675335226,68.38525098626246,63.69329049647404
45.48493389661943,81.2988691595808,74.16766506666744,59.96931811929199,47.395714930833336,63.26291889432528
84.01404208433961,33.289837948128344,78.14238292231354,87.06427191939771,65.21700943135721,68.88900191959497
53.18125773836,45.19839505126071,42.72235019647179,83.17437749202347,62.194407397971666,55.99369947490139
37.817152731546976,30.352792152872063,73.86126805893772,61.041078949234446,75.02295156842267,51.52525077958146
37.71639999697471,71.0514349781063,31.460854050882727,49.829840403714684,45.149564659327226,47.96505410062245
83.94056979559252,79.60032131198062,26.225502172579393,72.9775164130725,23.263439907218604,63.052170484745524
85.1125221640282,93.80802364587113,29.685542686229503,73.77544094743993,89.99715750013264,74.422048929222
67.5007122340071,50.44543600070536,31.889808224121246,92.15961924749136,75.59953878523203,61.85637643152384
68.99259860873593,47.229508559393786,56.21157450284313,22.041908470935052,86.8287508076878,53.38909846755685
86.39828607486271,42.72539396316674,33.948606030104045,94.22835832822228,64.42216281318376,64.35852916249101
81.24986619203283,75.82891061151781,34.43771571721286,58.295985886709175,68.4618873779746,64.66262325946953
41.91607861631509,87.07244340223251,25.99005255225959,73.13153817256818,59.787303337264326,58.05017898332889
50.525452897558594,69.27443100853637,59.65346600859893,39.96933782869746,33.85045654630626,53.259577398613644
84.20656113256351,29.18469196467239,91.15105880413596,30.79495515794727,72.539447822573,59.990960848982915
86.04129170489176,73.07915875283206,24.431825298479964,62.479575716549505,79.12331721044077,65.07472453848094
82.17544512119275,52.26751673361551,84.41273868313891,44.02551260635374,58.05621298126618,65.10401201972721
42.06615463006626,53.60946149190664,59.44371445825019,89.98259914609399,87.11972037371049,62.51613878873311
68.47316954166382,93.81152530146692,36.9891496974422,68.53234039272157,84.43501110968644,70.11897283978408
81.88257662251716,69.18720287560994,49.584786394666494,51.2272303848445,60.34041623877232,63.963889854311205
60.58784369001797,48.20039452394951,34.158353930524555,37.35778727599477,43.23358529731226,45.823646324526955
90.20238486036583,59.406737382627355,58.544447032242765,69.63810065132326,46.367995917123565,67.67558968917386
53.09535671965193,84.57866791847664,33.72218407562655,79.92716269972563,24.058438454045692,59.554219360007146
55.39499377640789,56.081950969487416,67.7524985719651,58.22969917413575,59.51763330470597,59.0174390661646
66.40228958868883,73.56604993727026,33.52608007145386,85.43109142448812,93.77799177828344,68.16131835850652
31.03123778418011,34.53252584937494,56.84509668865023,77.42920731665396,37.23926957184723,46.969728666634325
89.54248168696225,34.1124670066104,73.85925265884029,37.15755875807897,58.1977238088362,58.93687183766064
87.62020855403799,50.596808404915265,88.9634353914446,31.77881214675292,88.2828220547082,67.53098595284864
33.96133486541913,28.879825367446255,26.801448585360955,34.720829869754596,88.04157783422852,36.81890353266231
33.03736942084436,30.63385775520813,31.895533377938563,89.1679359579161,38.875304027641135,44.01803106394817
78.56709669225714,82.4692198113171,32.73843911051826,44.017564791199824,49.669321233684016,60.57721202960558
50.119215255740315,47.36540008828513,60.98304011064761,48.378287119657,94.61982229305394,55.70540151137267
52.18398692567842,72.75390700997916,64.18268266262422,88.25865324698871,37.34096939928881,65.45683760576586
63.90013129135377,70.9234365185672,72.39732916947786,63.54460238894526,34.40542532327006,64.33482079649187
45.24694570166942,89.56298941397097,67.08731936961867,22.0769987664236,53.054301886786234,56.840777594797174
48.1264572434404,58.210909385357915,66.26628828216177,29.448904633016923,75.95463517105972,53.32284375734129
34.934677078052395,29.24433574500603,26.31642543485624,34.0910988586852,51.84055454817552,33.310313519290446
85.21437727373618,39.48083802632006,52.880591346449975,73.83997945309545,52.77581342449758,61.7954993273729
83.57690279985182,81.93436696068937,42.505877802582845,87.41886576783348,67.23652563488758,74.08641871770733
78.91126234783928,86.60029035518137,25.007617098546575,80.90608567911494,41.37770109345808,66.69839884063327
33.051789307849496,29.308671375669164,55.6682711191337,73.65255201292948,59.056877092243575,47.35996750651666
32.84213028975459,48.68885917150697,29.852784183160985,26.45901489146789,58.11283880629888,37.456391060871056
38.73318854323216,28.985889317692816,27.43364654554497,91.84994968367499,51.89888617044514,45.97637732811975
40.603082673922685,32.50410429524906,77.29760764033419,56.467230746732625,63.036447047457855,51.33340912445208
31.243522891294855,67.16523163278207,75.4444940873008,86.53471694410632,44.963898308838075,61.49442066818447
68.72743848868748,34.76703239412805,42.03208655753296,66.17087728129385,26.474043322997836,50.16161482076903
35.66154329609928,32.76445737357129,81.06957700600856,88.57248604869555,30.166389113934116,54.051551689751875
43.25655355184484,56.20470649209071,83.43254120206677,64.0295578752295,32.41042431852063,57.5987772582952
84.49104517498357,41.08904905693001,55.88177023023894,91.10421440857432,36.275323218778475,64.41975280761889
91.05472830699055,71.70401377014447,74.31242023818578,54.989777982686675,75.2655828834548,74.07668345180373
90.07739722823538,53.439301701149475,61.498240516555434,92.29841873682552,61.03625709931968,72.74213229295438
84.77490842285724,88.64431731090848,62.911302215416455,77.72823768598585,68.95255276903184,78.37796969062506
75.25580290064876,73.20612705697198,90.99644342548437,77.14067952278637,34.861640000780184,74.22907107913736
88.96497729428114,36.529747436570375,49.113865835684024,68.7107127332357,78.52718564951287,62.791315461448114
